Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,34.23,57.70,71.29,76.01,87.48
Total Revenue,34.23,57.70,71.29,76.01,87.48
"Selling/General/Admin. Expenses, Total",1.89,11.16,5.64,7.79,9.77
Depreciation/Amortisation,0,0,0,0,0.05
Unusual Expense (Income),0,0,0,1.69,2.28
"Other Operating Expenses, Total",0.00,-0.34,-0.68,0,0
Total Operating Expense,0.95,25.18,22.79,22.05,27.96
Operating Income,33.28,32.51,48.50,53.96,59.51
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-47.71,-50.35,-138.75
"Other, Net",0,0,0,0,-0.66
Net Income Before Taxes,33.28,32.51,0.79,3.61,-79.91
Provision for Income Taxes,7.65,13.66,12.26,11.05,-7.78
Net Income After Taxes,25.63,18.86,-11.47,-7.44,-72.13
Net Income Before Extra. Items,25.63,18.86,-11.47,-7.44,-72.13
Net Income,25.63,18.86,-11.47,-7.44,-72.13
Income Available to Com Excl ExtraOrd,25.63,18.86,-11.47,-7.44,-72.13
Income Available to Com Incl ExtraOrd,25.63,18.86,-11.47,-7.44,-72.13
Diluted Net Income,25.63,18.86,-11.47,-7.44,-72.13
Diluted Weighted Average Shares,549.61,551.40,554.76,584.98,708.67
Diluted EPS Excluding ExtraOrd Items,0.05,0.03,-0.02,-0.01,-0.10
DPS - Common Stock Primary Issue,0,0.07,0.07,0.07,0.04
Diluted Normalised EPS,0.05,0.03,-0.02,-0.01,-0.10
