Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.78,-1.63,0.63,-0.80,-0.76
Depreciation/Depletion,0.21,0.21,0.20,0.17,0.15
Non-Cash Items,-0.21,-0.17,-1.54,-0.08,-0.06
Cash Taxes Paid,0.00,-0.00,0.00,0.00,0
Changes in Working Capital,0.62,-0.01,-0.59,-0.01,0.12
Cash from Operating Activities,-1.15,-1.59,-1.29,-0.73,-0.56
Capital Expenditures,-0.27,-0.01,-0.05,-0.03,-0.08
"Other Investing Cash Flow Items, Total",0.20,0.18,2.58,0.08,0.07
Cash from Investing Activities,-0.07,0.17,2.53,0.05,-0.00
Total Cash Dividends Paid,-2.56,-0.13,-0.26,-0.37,-0.37
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-2.56,-0.13,-0.26,-0.37,-0.38
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-3.78,-1.55,0.98,-1.04,-0.94
