Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,Interim Report,Interim Report,ARS,ARS,ARS
Cash,0,16.56,58.47,46.04,65.93
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,15.19,16.56,58.47,46.04,65.93
"Accounts Receivable - Trade, Net",58.33,-36.63,-37.50,-37.31,-29.00
"Total Receivables, Net",58.33,40.74,38.23,46.02,13.51
Prepaid Expenses,0,0.67,1.42,0.82,0.41
"Other Current Assets, Total",0,5.32,3.76,10.65,3.36
Total Current Assets,74.30,64.42,102.13,103.85,83.44
"Property/Plant/Equipment, Total - Gross",13.77,13.88,36.54,43.81,53.42
"Accumulated Depreciation, Total",-6.14,-7.36,-4.86,-7.55,-40.89
"Property/Plant/Equipment, Total - Net",7.63,6.52,31.68,36.26,12.53
"Goodwill, Net",0.00,0.00,3.08,4.85,3.00
"Intangibles, Net",0.72,0.47,0.23,0.00,0.00
Long Term Investments,419.60,411.50,529.24,564.55,517.93
Total Assets,508.17,488.44,670.96,709.52,616.90
Accounts Payable,0,4.91,2.46,2.23,1.33
Accrued Expenses,0,10.26,15.39,21.48,28.76
Notes Payable/Short Term Debt,0.00,165.41,165.60,169.75,169.75
"Other Current liabilities, Total",1.08,57.12,54.32,42.57,41.94
Total Current Liabilities,198.63,246.11,242.13,391.36,291.06
Total Long Term Debt,140.62,160.16,138.04,16.60,137.51
Total Debt,310.95,333.98,308.01,341.67,356.53
Deferred Income Tax,29.49,36.72,37.96,40.79,39.18
"Other Liabilities, Total",7.66,7.42,7.48,7.67,7.91
Total Liabilities,375.76,450.48,425.69,456.72,475.66
"Common Stock, Total",192.71,192.71,418.91,418.91,418.91
Retained Earnings (Accumulated Deficit),-63.93,-154.63,-163.95,-160.62,-259.35
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),3.63,3.63,-1.94,-1.84,-24.23
"Other Equity, Total",0.00,-3.75,-7.75,-3.65,5.90
Total Equity,132.41,37.96,245.27,252.80,141.24
Total Liabilities & Shareholders' Equity,508.17,488.44,670.96,709.52,616.90
Total Common Shares Outstanding,1896.07,1896.07,4443.13,4443.13,4443.13
"Tangible Book Value per Share, Common Eq",0.07,0.02,0.05,0.06,0.03
