Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,700.30,1266.20,908.10,1193.50,738.70
Depreciation/Depletion,56.20,70.70,56.70,73.50,78.10
Non-Cash Items,-2399.90,-312.70,-2560.40,-2129.00,-2540.00
Cash Taxes Paid,314.80,313.80,367.20,203.00,172.50
Changes in Working Capital,4777.40,5546.00,5732.40,4554.60,3255.30
Cash from Operating Activities,3134.00,6570.20,4136.80,3692.60,1532.10
Capital Expenditures,-54.40,-58.90,-236.90,-85.90,-99.10
"Other Investing Cash Flow Items, Total",-2379.40,-4909.60,-3144.60,-2743.20,2303.20
Cash from Investing Activities,-2433.80,-4968.50,-3381.50,-2829.10,2204.10
Total Cash Dividends Paid,-260.30,-236.70,-331.30,-284.00,-284.00
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-260.30,-240.80,-339.70,-305.80,-302.30
Foreign Exchange Effects,-404.40,477.30,-75.30,-46.90,0
Net Change in Cash,35.50,1838.20,340.30,510.80,3433.90
