Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,14.94,5.99,2.88,1.98,6.84
Depreciation/Depletion,1.25,1.47,1.88,3.48,3.79
Non-Cash Items,-9.66,-2.99,4.57,1.19,0.89
Cash Taxes Paid,1.07,1.44,2.68,0.77,0.58
Changes in Working Capital,-3.48,-1.46,-5.99,-2.97,-12.95
Cash from Operating Activities,3.09,3.03,3.36,3.70,-1.42
Capital Expenditures,-5.49,-14.36,-8.54,-4.40,-5.86
"Other Investing Cash Flow Items, Total",0.27,-0.92,4.46,1.54,0.41
Cash from Investing Activities,-5.22,-15.29,-4.09,-2.87,-5.45
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",7.86,0.14,0,0,0.07
Cash from Financing Activities,6.84,1.82,2.25,0.46,6.56
Foreign Exchange Effects,0.00,0.21,-0.13,-0.15,0.13
Net Change in Cash,4.71,-10.22,1.39,1.14,-0.19
