Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,104.20,162.50,127.94,131.91,164.44
Total Revenue,104.20,162.50,127.94,131.91,164.44
"Selling/General/Admin. Expenses, Total",8.49,9.01,8.32,7.65,8.52
Depreciation/Amortisation,5.43,4.32,5.67,6.72,7.55
Unusual Expense (Income),1.62,0.04,-1.58,1.02,7.09
"Other Operating Expenses, Total",1.44,3.22,3.34,1.56,2.59
Total Operating Expense,80.79,106.07,83.32,98.31,123.09
Operating Income,23.41,56.43,44.62,33.60,41.35
"Interest Inc.(Exp.),Net-Non-Op., Total",1.31,-3.12,0.88,1.59,-2.37
"Other, Net",0.01,0.03,0.00,0,0
Net Income Before Taxes,24.74,55.24,45.51,35.46,38.89
Provision for Income Taxes,2.15,3.52,2.85,2.24,2.60
Net Income After Taxes,22.59,51.72,42.65,33.21,36.29
Net Income Before Extra. Items,22.59,52.04,43.07,33.56,36.47
Net Income,22.59,52.04,43.07,33.56,36.47
Income Available to Com Excl ExtraOrd,22.59,52.04,43.07,33.56,36.47
Income Available to Com Incl ExtraOrd,22.59,52.04,43.07,33.56,36.47
Diluted Net Income,22.59,52.04,43.07,33.56,36.47
Diluted Weighted Average Shares,536.43,536.43,536.43,536.43,534.07
Diluted EPS Excluding ExtraOrd Items,0.04,0.10,0.08,0.06,0.07
DPS - Common Stock Primary Issue,0.04,0.05,0.05,0.04,0.04
Diluted Normalised EPS,0.04,0.09,0.08,0.06,0.08
