Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,24.74,55.24,45.51,35.46,38.89
Depreciation/Depletion,5.43,4.32,5.67,6.87,7.70
Non-Cash Items,5.84,0.06,-1.49,0.69,10.60
Cash Taxes Paid,2.68,2.06,3.57,2.34,2.12
Changes in Working Capital,-2.14,-19.65,-11.02,10.58,-0.81
Cash from Operating Activities,33.87,39.97,38.67,53.60,56.38
Capital Expenditures,-2.63,-10.56,-15.69,-2.21,-11.59
"Other Investing Cash Flow Items, Total",-0.80,-1.22,-33.14,-4.99,-1.40
Cash from Investing Activities,-3.42,-11.78,-48.83,-7.19,-12.98
Total Cash Dividends Paid,-25.75,-26.82,-29.50,-18.78,-26.67
"Issuance (Retirement) of Stock, Net",0,0,0,0,-1.92
Cash from Financing Activities,-25.50,-8.46,-30.45,-30.66,-23.00
Foreign Exchange Effects,-1.26,-2.78,-0.04,-0.32,-0.97
Net Change in Cash,3.69,16.95,-40.65,15.44,19.42
