Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,4.34,0,0,0,0
Short Term Investments,15.75,0,0,0,0
Cash and Short Term Investments,20.09,4.41,4.95,3.06,6.23
"Accounts Receivable - Trade, Net",6.07,8.75,10.23,13.86,12.34
"Total Receivables, Net",7.14,8.75,10.23,13.86,12.34
Prepaid Expenses,0.28,0,0,0,0
"Other Current Assets, Total",0.41,11.71,3.84,27.81,5.70
Total Current Assets,28.55,25.06,19.19,44.97,24.73
"Property/Plant/Equipment, Total - Gross",150.10,0,0,0,0
"Accumulated Depreciation, Total",-41.72,0,0,0,0
"Property/Plant/Equipment, Total - Net",108.39,99.36,102.49,70.81,97.62
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.05,0.05,0.06,0.06,0.06
Long Term Investments,0,0,0,0,0
Total Assets,136.98,124.46,121.74,115.83,122.42
Accounts Payable,5.57,0,0,0,0
Accrued Expenses,3.46,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,4.98,2.23,2.87
"Other Current liabilities, Total",1.30,0.51,0.18,0.16,0.06
Total Current Liabilities,17.80,20.95,27.03,37.00,27.35
Total Long Term Debt,17.55,17.89,22.47,13.55,34.15
Total Debt,25.03,29.40,37.84,38.27,50.06
Deferred Income Tax,10.29,10.29,3.28,3.40,1.52
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,45.63,49.13,52.80,54.78,67.02
"Common Stock, Total",74.41,74.41,74.41,74.41,74.41
Retained Earnings (Accumulated Deficit),-4.82,0.93,-5.37,-13.24,-18.87
Treasury Stock - Common,0,0,-0.11,-0.12,-0.14
Unrealised Gain (Loss),21.47,0,0,0,0
"Other Equity, Total",0.29,0,0,0,0
Total Equity,91.35,75.34,68.93,61.05,55.40
Total Liabilities & Shareholders' Equity,136.98,124.46,121.74,115.83,122.42
Total Common Shares Outstanding,710.00,709.05,708.83,708.50,707.91
"Tangible Book Value per Share, Common Eq",0.13,0.11,0.10,0.09,0.08
