Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-17.81,-14.32,-12.59,-6.75,-8.71
Depreciation/Depletion,5.01,7.15,6.88,9.01,7.55
Non-Cash Items,8.95,3.77,1.35,5.88,4.23
Cash Taxes Paid,0.27,0.53,0.64,0.10,0.03
Changes in Working Capital,5.86,-2.23,-0.46,-3.20,0.53
Cash from Operating Activities,2.01,-5.64,-4.83,4.94,3.61
Capital Expenditures,-5.23,-13.19,-3.94,-1.61,-11.02
"Other Investing Cash Flow Items, Total",0.76,2.82,2.86,6.14,5.88
Cash from Investing Activities,-4.47,-10.37,-1.08,4.54,-5.14
Total Cash Dividends Paid,-2.13,-0.50,-0.50,0.00,0
"Issuance (Retirement) of Stock, Net",0,-0.09,-0.02,-0.01,-0.02
Cash from Financing Activities,-13.28,3.41,3.84,-8.32,3.32
Foreign Exchange Effects,0.01,-0.04,0.03,-0.07,-0.10
Net Change in Cash,-15.72,-12.65,-2.04,1.09,1.68
