Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,31.36,27.44,38.06,58.08,37.64
Total Revenue,31.36,27.44,38.06,58.08,37.64
"Selling/General/Admin. Expenses, Total",14.68,14.36,14.07,13.11,12.43
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.11,-0.63,-0.09,0.00,-2.45
"Other Operating Expenses, Total",10.90,5.19,2.54,7.20,4.37
Total Operating Expense,48.32,40.88,49.21,62.79,44.57
Operating Income,-16.96,-13.45,-11.15,-4.71,-6.92
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.86,-0.88,-1.45,-2.04,-1.78
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-17.81,-14.32,-12.59,-6.75,-8.71
Provision for Income Taxes,0.01,0.99,0.92,0.20,-1.54
Net Income After Taxes,-17.83,-15.31,-13.51,-6.95,-7.17
Net Income Before Extra. Items,-17.83,-15.31,-13.53,-7.76,-5.26
Net Income,-17.83,-15.31,-13.53,-7.76,-5.26
Income Available to Com Excl ExtraOrd,-17.83,-15.31,-13.53,-7.76,-5.26
Income Available to Com Incl ExtraOrd,-17.83,-15.31,-13.53,-7.76,-5.26
Diluted Net Income,-17.83,-15.31,-13.53,-7.76,-5.26
Diluted Weighted Average Shares,710.00,709.88,708.95,708.73,708.22
Diluted EPS Excluding ExtraOrd Items,-0.03,-0.02,-0.02,-0.01,-0.01
DPS - Common Stock Primary Issue,0.00,0.00,0,0,0
Diluted Normalised EPS,-0.03,-0.02,-0.02,-0.01,-0.01
