Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,50.94,70.27,146.01,111.11,171.73
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,32.48,48.66,-9.29,36.35,50.87
Cash Taxes Paid,1.18,4.75,1.70,15.51,9.07
Changes in Working Capital,-8.18,-3.63,-31.58,3.45,6.77
Cash from Operating Activities,75.75,117.78,111.93,155.27,234.98
Capital Expenditures,-4.51,-1.56,-8.00,-8.71,0
"Other Investing Cash Flow Items, Total",-116.22,-303.58,-439.93,-660.53,-208.81
Cash from Investing Activities,-120.72,-305.14,-447.93,-669.24,-208.81
Total Cash Dividends Paid,-58.46,-72.42,-82.05,-126.54,-103.27
"Issuance (Retirement) of Stock, Net",279.50,0.00,303.07,478.24,0
Cash from Financing Activities,301.99,9.71,347.22,543.18,66.85
Foreign Exchange Effects,-0.22,-0.21,1.10,-1.75,-4.52
Net Change in Cash,256.80,-177.86,12.32,27.46,88.51
