Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,252.52,83.97,108.34,123.65,178.43
Short Term Investments,45.44,34.21,20.08,57.57,65.96
Cash and Short Term Investments,297.96,118.18,128.42,181.23,244.39
"Accounts Receivable - Trade, Net",11.34,24.52,40.64,56.47,54.38
"Total Receivables, Net",13.38,55.84,84.54,94.89,57.42
Prepaid Expenses,1.51,0.31,1.18,0.96,0
"Other Current Assets, Total",25.46,3.74,12.32,2.88,2.76
Total Current Assets,338.31,178.08,226.46,279.95,304.56
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",0,0,0,0,0
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",4.00,0.00,0.00,8.35,0.00
Long Term Investments,1225.94,1570.09,2028.67,2637.03,3029.71
Total Assets,1583.00,1763.28,2259.14,2927.99,3349.83
Accounts Payable,1.56,3.14,4.05,7.38,4.61
Accrued Expenses,0,0.52,0.95,1.35,1.51
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",7.68,11.73,16.95,7.20,9.35
Total Current Liabilities,35.14,53.22,192.99,108.16,233.62
Total Long Term Debt,464.03,575.66,573.08,880.46,1043.60
Total Debt,470.69,579.32,706.65,920.72,1187.92
Deferred Income Tax,7.81,16.54,12.62,29.08,44.82
"Other Liabilities, Total",2.15,1.35,4.46,7.75,45.55
Total Liabilities,509.47,673.57,814.31,1059.98,1405.18
"Common Stock, Total",0,1078.17,1378.03,1855.02,1859.30
Retained Earnings (Accumulated Deficit),0,-10.32,49.51,29.47,94.35
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",1073.53,21.86,17.30,-16.48,-9.00
Total Equity,1073.53,1089.72,1444.84,1868.02,1944.65
Total Liabilities & Shareholders' Equity,1583.00,1763.28,2259.14,2927.99,3349.83
Total Common Shares Outstanding,1164.88,1147.84,1376.37,1632.40,1633.12
"Tangible Book Value per Share, Common Eq",0.92,0.95,1.05,1.14,1.19
