Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,16.68,14.10,10.44,11.25,20.40
Total Revenue,16.68,14.10,10.44,11.25,20.40
"Selling/General/Admin. Expenses, Total",6.88,6.61,5.10,5.18,4.63
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,-0.17,-0.01,0,-0.30
"Other Operating Expenses, Total",-0.05,-0.26,0.65,-0.43,-0.36
Total Operating Expense,16.86,15.86,12.87,13.07,20.05
Operating Income,-0.18,-1.76,-2.43,-1.82,0.35
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.11,-0.09,-0.12,-0.12,-0.19
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-0.29,-1.85,-2.55,-1.95,0.16
Provision for Income Taxes,0.55,0.00,-0.08,-0.30,0.28
Net Income After Taxes,-0.84,-1.85,-2.47,-1.65,-0.12
Net Income Before Extra. Items,-0.84,-1.85,-2.47,-1.65,-0.61
Net Income,-0.84,-1.85,-2.47,-1.65,-0.61
Income Available to Com Excl ExtraOrd,-0.84,-1.85,-2.47,-1.65,-0.61
Income Available to Com Incl ExtraOrd,-0.84,-1.85,-2.47,-1.65,-0.61
Diluted Net Income,-0.84,-1.85,-2.47,-1.65,-0.61
Diluted Weighted Average Shares,106.53,107.70,107.70,107.70,107.70
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.02,-0.02,-0.02,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.02,-0.02,-0.01,-0.01
