Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Jul 2016,31 Jul 2017,31 Jul 2018,31 Jul 2019,31 Jul 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,76.10,63.71,70.24,80.17,88.85
Total Revenue,76.10,63.71,70.24,80.17,88.85
"Selling/General/Admin. Expenses, Total",36.76,18.97,21.27,24.55,28.07
Depreciation/Amortisation,3.87,3.40,3.57,3.94,5.57
Unusual Expense (Income),0.16,-0.04,0.01,-0.09,-1.94
"Other Operating Expenses, Total",-3.41,9.25,12.30,11.23,9.32
Total Operating Expense,69.32,59.82,67.84,75.85,81.07
Operating Income,6.78,3.89,2.40,4.32,7.78
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.12,-0.12,-0.15,-0.34,-0.61
"Other, Net",0,-0.02,0,0,0
Net Income Before Taxes,6.66,3.76,2.25,3.98,7.17
Provision for Income Taxes,1.33,0.59,-1.35,-0.22,2.27
Net Income After Taxes,5.33,3.17,3.60,4.20,4.90
Net Income Before Extra. Items,5.38,3.21,3.62,4.24,4.98
Net Income,5.38,3.21,3.62,4.24,4.98
Income Available to Com Excl ExtraOrd,5.38,3.21,3.62,4.24,4.98
Income Available to Com Incl ExtraOrd,5.38,3.21,3.62,4.24,4.98
Diluted Net Income,5.38,3.21,3.62,4.24,4.98
Diluted Weighted Average Shares,490.58,503.17,503.90,505.32,507.00
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,0.01,0.01,0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.00
Diluted Normalised EPS,0.01,0.01,0.01,0.01,0.01
