Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Jul 2016,31 Jul 2017,31 Jul 2018,31 Jul 2019,31 Jul 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.66,3.76,2.25,3.98,7.17
Depreciation/Depletion,3.84,3.37,3.54,3.91,5.48
Non-Cash Items,0.44,0.20,0.19,0.94,0.35
Cash Taxes Paid,1.54,1.61,0.23,0.13,0.24
Changes in Working Capital,0.50,-2.06,-4.80,-6.79,-0.98
Cash from Operating Activities,11.48,5.30,1.22,2.07,12.10
Capital Expenditures,-2.82,-2.93,-6.59,-8.16,-6.63
"Other Investing Cash Flow Items, Total",-0.65,-0.46,-0.99,-0.75,0.09
Cash from Investing Activities,-3.46,-3.39,-7.58,-8.91,-6.54
Total Cash Dividends Paid,-3.25,-3.75,-3.78,-2.53,-3.80
"Issuance (Retirement) of Stock, Net",0.75,0.25,0.35,0.00,0.20
Cash from Financing Activities,-3.22,-4.03,-2.22,3.06,-5.38
Foreign Exchange Effects,-0.32,-0.05,0.16,-0.00,0.19
Net Change in Cash,4.49,-2.17,-8.42,-3.79,0.38
