Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,15.48,26.85,31.70,35.20,64.91
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,16.13,27.68,75.67,81.61,105.80
"Accounts Receivable - Trade, Net",30.19,61.56,61.19,61.73,78.23
"Total Receivables, Net",33.71,62.40,62.85,63.19,79.62
Prepaid Expenses,0.32,0.53,0.61,0.28,0.97
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,50.16,90.60,139.13,145.07,186.39
"Property/Plant/Equipment, Total - Gross",2.76,3.68,5.19,12.12,9.66
"Accumulated Depreciation, Total",-2.08,-1.93,-2.39,-3.30,-3.91
"Property/Plant/Equipment, Total - Net",0.68,1.75,2.79,8.82,5.75
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.01,0.01,0.19,0.16,0.13
Long Term Investments,0,0,0,0.39,0.44
Total Assets,50.85,92.36,142.11,154.44,192.71
Accounts Payable,32.30,61.35,59.52,55.23,72.26
Accrued Expenses,2.17,2.94,4.10,4.51,0.97
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",3.32,6.77,7.94,17.27,28.52
Total Current Liabilities,37.78,71.05,71.55,79.50,103.90
Total Long Term Debt,0.00,0.00,0.00,2.86,1.05
Total Debt,0.00,0.00,0.00,5.34,3.19
Deferred Income Tax,0.03,0.14,0.17,0.19,0.18
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,39.32,74.26,75.24,85.10,108.15
"Common Stock, Total",0.44,0.44,57.49,57.49,57.49
Retained Earnings (Accumulated Deficit),11.09,17.66,9.39,11.85,27.06
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0.00,-0.00,-0.00,-0.00,-0.00
Total Equity,11.52,18.10,66.88,69.34,84.56
Total Liabilities & Shareholders' Equity,50.85,92.36,142.11,154.44,192.71
Total Common Shares Outstanding,307.10,307.10,370.00,370.00,370.00
"Tangible Book Value per Share, Common Eq",0.04,0.06,0.18,0.19,0.23
