Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,85.06,85.72,80.63,78.08,59.73
Total Revenue,85.06,85.72,80.63,78.08,59.73
"Selling/General/Admin. Expenses, Total",30.28,31.48,30.91,31.68,24.69
Depreciation/Amortisation,4.48,3.47,1.95,11.05,10.78
Unusual Expense (Income),0.00,0.95,0.01,0.27,-6.11
"Other Operating Expenses, Total",26.50,28.20,24.27,15.24,10.56
Total Operating Expense,84.75,87.49,80.00,80.10,57.43
Operating Income,0.31,-1.77,0.63,-2.02,2.31
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0.41,-0.73,-0.89
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.31,-1.77,1.05,-2.75,1.42
Provision for Income Taxes,-0.17,0.00,0.03,-0.02,0.10
Net Income After Taxes,0.49,-1.77,1.01,-2.73,1.31
Net Income Before Extra. Items,0.42,-1.40,-0.69,-2.57,1.00
Net Income,0.42,-1.40,-0.69,-2.57,1.00
Income Available to Com Excl ExtraOrd,0.42,-1.40,-0.69,-2.57,1.00
Income Available to Com Incl ExtraOrd,0.42,-1.40,-0.69,-2.57,1.00
Diluted Net Income,0.42,-1.40,-0.69,-2.57,1.00
Diluted Weighted Average Shares,274.40,274.40,274.40,274.40,274.40
Diluted EPS Excluding ExtraOrd Items,0.00,-0.01,-0.00,-0.01,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,-0.00,-0.00,-0.01,-0.01
