Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0.31,-1.77,1.05,-2.75,1.42
Depreciation/Depletion,4.48,3.47,1.95,11.05,10.78
Non-Cash Items,-0.39,0.28,-2.02,0.36,0.78
Cash Taxes Paid,-0.16,-0.07,0.07,0.10,0.02
Changes in Working Capital,-2.08,0.52,-1.88,-0.01,-6.54
Cash from Operating Activities,2.33,2.50,-0.90,8.65,6.42
Capital Expenditures,-1.91,-1.13,-2.10,-2.80,-1.16
"Other Investing Cash Flow Items, Total",1.23,0.21,0.38,1.21,0.10
Cash from Investing Activities,-0.68,-0.92,-1.72,-1.59,-1.06
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-0.62,-1.17,-0.67,-9.44,-2.61
Foreign Exchange Effects,-0.01,0.01,-0.04,-0.00,0.00
Net Change in Cash,1.02,0.43,-3.33,-2.38,2.75
