Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,18 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,41.96,30.88,53.80,13.69,3.98
Total Revenue,41.96,30.88,53.80,13.69,3.98
"Selling/General/Admin. Expenses, Total",16.82,14.47,19.39,1.76,7.80
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.29,13.51,5.82,0,0
"Other Operating Expenses, Total",2.72,-0.46,-1.76,-0.07,-0.02
Total Operating Expense,56.28,59.51,69.80,2.86,8.54
Operating Income,-14.32,-28.63,-15.99,10.82,-4.57
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.60,-1.36,-2.49,-0.01,-0.01
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-15.93,-29.99,-18.49,10.81,-4.58
Provision for Income Taxes,-1.67,-0.36,1.12,2.02,-1.02
Net Income After Taxes,-14.25,-29.63,-19.61,8.80,-3.56
Net Income Before Extra. Items,-14.17,-29.61,-19.64,2.32,-2.69
Net Income,-14.17,-29.61,-19.64,-1.25,-2.69
Income Available to Com Excl ExtraOrd,-14.17,-29.61,-19.64,2.32,-2.69
Income Available to Com Incl ExtraOrd,-14.17,-29.61,-19.64,-1.25,-2.69
Diluted Net Income,-14.17,-29.61,-19.64,-1.25,-2.69
Diluted Weighted Average Shares,237.39,240.61,260.49,315.67,315.67
Diluted EPS Excluding ExtraOrd Items,-0.06,-0.12,-0.08,0.01,-0.01
DPS - Common Stock Primary Issue,0,0,0.00,0,0
Diluted Normalised EPS,-0.06,-0.09,-0.06,0.01,-0.01
