Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-15.93,-29.99,-18.49,5.25,-3.56
Depreciation/Depletion,3.87,4.07,2.42,0.01,0.03
Non-Cash Items,8.76,19.35,6.30,5.35,4.97
Cash Taxes Paid,0.20,0.07,0.00,0.11,0.16
Changes in Working Capital,18.95,7.39,7.10,-9.02,0.77
Cash from Operating Activities,15.65,0.82,-2.66,1.59,2.21
Capital Expenditures,-6.78,-0.58,-0.73,-1.51,0.00
"Other Investing Cash Flow Items, Total",-4.38,-0.03,2.24,1.96,0.00
Cash from Investing Activities,-11.16,-0.61,1.50,0.45,0.00
Total Cash Dividends Paid,0.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",-0.22,0.00,0.94,0,0
Cash from Financing Activities,-1.10,-0.28,2.23,-4.25,-1.36
Foreign Exchange Effects,-0.01,0.01,0.02,0.00,0
Net Change in Cash,3.38,-0.06,1.09,-2.20,0.85
