Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Cash,1.71,1.36,2.45,0.14,0.99
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,1.71,1.36,2.45,0.14,0.99
"Accounts Receivable - Trade, Net",8.53,7.20,6.92,11.17,0.00
"Total Receivables, Net",10.83,7.27,7.11,11.17,0.00
Prepaid Expenses,1.15,2.24,1.13,0.03,0.05
"Other Current Assets, Total",0,2.07,0.00,37.10,0.00
Total Current Assets,39.23,30.44,23.65,48.43,1.03
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",27.06,14.55,11.14,0.08,0.05
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,8.33,2.54,2.16,0,0
Total Assets,78.96,52.11,40.42,48.50,1.08
Accounts Payable,8.44,6.59,5.14,1.21,0.03
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,4.57,16.35,0.00,0
"Other Current liabilities, Total",3.91,4.99,7.04,63.11,1.04
Total Current Liabilities,38.94,43.53,53.94,64.35,1.10
Total Long Term Debt,7.85,6.92,0.78,0.05,0.02
Total Debt,34.44,38.86,42.54,0.08,0.05
Deferred Income Tax,0.10,0.18,0.00,0,0
"Other Liabilities, Total",1.88,1.37,2.80,0.00,0
Total Liabilities,48.77,52.04,57.60,66.69,1.12
"Common Stock, Total",34.84,34.84,36.78,36.78,36.78
Retained Earnings (Accumulated Deficit),-4.37,-34.48,-53.95,-54.96,-36.82
Treasury Stock - Common,-0.27,-0.29,0.00,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,30.19,0.07,-17.18,-18.19,-0.04
Total Liabilities & Shareholders' Equity,78.96,52.11,40.42,48.50,1.08
Total Common Shares Outstanding,240.61,240.61,315.67,315.67,315.67
"Tangible Book Value per Share, Common Eq",0.13,0.00,-0.05,-0.06,-0.00
