Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,7.34,10.02,13.19,6.07,-9.32
Depreciation/Depletion,1.03,1.33,1.60,1.63,1.62
Non-Cash Items,-0.12,2.08,2.99,2.65,3.00
Cash Taxes Paid,0.19,1.14,1.80,2.17,0.90
Changes in Working Capital,0.91,-16.12,-24.22,-16.05,-2.06
Cash from Operating Activities,9.15,-2.59,-6.16,-5.43,-6.49
Capital Expenditures,-5.50,-6.68,-2.14,-1.41,-0.48
"Other Investing Cash Flow Items, Total",2.86,0.00,-10.26,0.12,0.11
Cash from Investing Activities,-2.64,-6.68,-12.40,-1.29,-0.38
Total Cash Dividends Paid,-4.21,0,0,0,0
"Issuance (Retirement) of Stock, Net",3.00,19.40,0.00,0,0
Cash from Financing Activities,-0.77,17.37,3.98,15.54,-2.38
Foreign Exchange Effects,-0.02,-0.03,-0.00,-0.00,-0.00
Net Change in Cash,5.72,8.06,-14.58,8.83,-9.25
