Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,15 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,33.88,46.44,56.93,61.94,1.35
Total Revenue,33.88,46.44,56.93,61.94,1.35
"Selling/General/Admin. Expenses, Total",5.07,5.95,6.94,5.55,3.37
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-1.22,0.00,0.09,-0.11,3.74
"Other Operating Expenses, Total",-0.42,-0.25,-0.04,-0.04,-0.82
Total Operating Expense,25.46,34.23,40.80,54.65,11.33
Operating Income,8.43,12.21,16.13,7.29,-9.99
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,8.43,12.21,16.13,7.29,-9.99
Provision for Income Taxes,1.09,2.19,2.94,1.23,-0.67
Net Income After Taxes,7.34,10.02,13.19,6.07,-9.32
Net Income Before Extra. Items,7.34,10.02,13.19,6.07,-8.55
Net Income,7.34,10.02,13.19,6.07,-8.55
Income Available to Com Excl ExtraOrd,7.34,10.02,13.19,6.07,-8.55
Income Available to Com Incl ExtraOrd,7.34,10.02,13.19,6.07,-8.55
Diluted Net Income,7.34,10.02,13.19,6.07,-8.55
Diluted Weighted Average Shares,874.00,1022.53,1029.18,1029.18,1029.18
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,0.01,0.01,-0.01
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,0.01,0.01,0.01,0.01,-0.01
