Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,10.08,5.19,3.75,8.07,3.10
Short Term Investments,0.18,0,0,0,0
Cash and Short Term Investments,10.26,18.33,3.75,12.57,3.32
"Accounts Receivable - Trade, Net",1.98,10.56,18.89,13.67,10.43
"Total Receivables, Net",2.07,10.68,19.16,18.79,13.32
Prepaid Expenses,0.10,0.05,0.13,6.14,0.07
"Other Current Assets, Total",3.86,9.95,54.56,26.55,25.87
Total Current Assets,16.39,39.05,77.62,64.06,42.58
"Property/Plant/Equipment, Total - Gross",8.04,12.04,13.98,15.33,21.67
"Accumulated Depreciation, Total",-1.10,-2.45,-3.94,-5.50,-7.05
"Property/Plant/Equipment, Total - Net",6.94,9.60,10.05,9.83,14.62
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,2.61,2.34,2.07,1.80
Long Term Investments,0,0,0,0,0.05
Total Assets,23.34,51.26,90.00,94.05,75.72
Accounts Payable,4.04,6.00,17.83,5.67,0.80
Accrued Expenses,0.70,2.53,6.20,3.99,4.60
Notes Payable/Short Term Debt,0.50,0.00,3.99,0.00,0.00
"Other Current liabilities, Total",5.78,2.53,8.11,3.15,1.54
Total Current Liabilities,11.08,11.06,36.13,24.16,18.89
Total Long Term Debt,0.00,0.00,0.00,9.34,6.38
Total Debt,0.57,0.00,3.99,20.70,18.34
Deferred Income Tax,0.06,0.48,0.95,1.43,0.80
"Other Liabilities, Total",0,0,0,0.11,0.01
Total Liabilities,11.15,11.54,37.09,35.05,25.31
"Common Stock, Total",3.00,20.54,20.54,20.54,20.54
Retained Earnings (Accumulated Deficit),9.24,19.26,32.45,38.46,29.86
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-0.05,-0.09,-0.08,0,0
Total Equity,12.19,39.71,52.92,59.00,50.41
Total Liabilities & Shareholders' Equity,23.34,51.26,90.00,94.05,75.72
Total Common Shares Outstanding,874.00,1029.18,1029.18,1029.18,1029.18
"Tangible Book Value per Share, Common Eq",0.01,0.04,0.05,0.06,0.05
