Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,57.26,64.31,75.61,71.35,67.06
Total Revenue,57.26,64.31,75.61,71.35,67.06
"Selling/General/Admin. Expenses, Total",3.51,3.44,5.25,6.13,5.84
Depreciation/Amortisation,0.41,0.49,0.58,1.08,0
Unusual Expense (Income),0.01,0.03,1.23,0.00,0
"Other Operating Expenses, Total",-0.05,-0.06,-0.26,-0.37,0.77
Total Operating Expense,49.91,57.81,71.53,68.43,66.26
Operating Income,7.36,6.50,4.08,2.92,0.80
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.17,-0.23,-0.24,-0.10,-0.14
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.19,6.27,3.84,2.83,0.66
Provision for Income Taxes,1.29,1.06,0.79,0.65,0.24
Net Income After Taxes,5.90,5.21,3.06,2.18,0.42
Net Income Before Extra. Items,5.94,5.17,3.07,2.22,0.32
Net Income,5.94,5.17,3.07,2.22,0.32
Income Available to Com Excl ExtraOrd,5.94,5.17,3.07,2.22,0.32
Income Available to Com Incl ExtraOrd,5.94,5.17,3.07,2.22,0.32
Diluted Net Income,5.94,5.17,3.07,2.22,0.32
Diluted Weighted Average Shares,268.66,202.26,256.84,268.66,268.66
Diluted EPS Excluding ExtraOrd Items,0.02,0.03,0.01,0.01,0.00
DPS - Common Stock Primary Issue,0,0,0.00,0.00,0.00
Diluted Normalised EPS,0.02,0.03,0.02,0.01,0.00
