Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,120.54,137.11,120.07,133.35,128.36
Total Revenue,120.54,137.11,120.07,133.35,128.36
"Selling/General/Admin. Expenses, Total",19.48,28.01,22.15,25.26,23.77
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.11,0.06,-0.01,0.07,-9.73
"Other Operating Expenses, Total",-0.39,-0.40,0.07,-0.19,0.87
Total Operating Expense,78.68,87.72,23.48,22.35,102.61
Operating Income,41.86,49.39,96.59,111.00,25.74
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,41.86,49.39,96.59,111.00,25.74
Provision for Income Taxes,7.05,11.75,12.44,7.21,7.03
Net Income After Taxes,34.81,37.64,84.15,103.79,18.71
Net Income Before Extra. Items,28.71,31.72,79.33,99.95,17.17
Net Income,28.71,31.72,79.33,99.95,17.17
Income Available to Com Excl ExtraOrd,28.71,31.72,79.33,99.95,17.17
Income Available to Com Incl ExtraOrd,28.71,31.72,79.33,99.95,17.17
Diluted Net Income,28.71,31.72,79.33,99.95,17.17
Diluted Weighted Average Shares,743.34,760.84,840.78,840.78,840.78
Diluted EPS Excluding ExtraOrd Items,0.04,0.04,0.09,0.12,0.02
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.02,0.00
Diluted Normalised EPS,0.04,0.04,0.09,0.12,0.01
