Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,22.00,38.31,18.62,23.98,39.46
Short Term Investments,62.72,49.34,53.61,33.78,51.19
Cash and Short Term Investments,84.72,87.65,72.22,57.75,90.65
"Accounts Receivable - Trade, Net",3.68,2.54,3.09,3.31,5.12
"Total Receivables, Net",8.45,14.18,11.97,8.74,12.50
Prepaid Expenses,0.54,0.73,1.56,0.74,1.88
"Other Current Assets, Total",10.03,10.67,8.15,10.77,3.91
Total Current Assets,103.83,113.32,93.99,78.05,109.00
"Property/Plant/Equipment, Total - Gross",17.84,16.36,18.27,21.52,22.51
"Accumulated Depreciation, Total",-8.57,-7.40,-10.00,-11.37,-14.83
"Property/Plant/Equipment, Total - Net",9.27,8.96,8.28,10.15,7.68
"Goodwill, Net",0.21,0,0,0,0
"Intangibles, Net",1.65,0.00,0.00,0,0
Long Term Investments,1004.64,1065.21,1218.88,1389.77,1424.01
Total Assets,1119.73,1188.99,1321.74,1478.97,1541.71
Accounts Payable,3.74,3.79,4.24,2.15,2.70
Accrued Expenses,18.79,20.85,14.97,12.45,10.60
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.96,0.00
"Other Current liabilities, Total",35.49,33.98,31.65,34.37,34.58
Total Current Liabilities,97.62,163.61,92.91,110.11,129.10
Total Long Term Debt,620.79,545.11,695.40,743.43,767.68
Total Debt,660.40,650.10,737.46,804.57,848.90
Deferred Income Tax,1.34,4.10,8.12,9.80,9.17
"Other Liabilities, Total",0.50,0.45,0.36,1.77,6.98
Total Liabilities,727.14,726.06,814.43,886.78,936.12
"Common Stock, Total",89.84,142.24,142.24,142.24,142.24
Retained Earnings (Accumulated Deficit),347.65,320.69,365.07,449.95,463.35
Treasury Stock - Common,-6.50,0,0,0,0
Unrealised Gain (Loss),0.01,0,0,0,0
"Other Equity, Total",-38.40,0,0,0,0
Total Equity,392.60,462.93,507.32,592.19,605.60
Total Liabilities & Shareholders' Equity,1119.73,1188.99,1321.74,1478.97,1541.71
Total Common Shares Outstanding,739.96,840.78,840.78,840.78,840.78
"Tangible Book Value per Share, Common Eq",0.53,0.55,0.60,0.70,0.72
