Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,15 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,20.10,44.88,72.57,18.00,33.15
Total Revenue,20.10,44.88,72.57,18.00,33.15
"Selling/General/Admin. Expenses, Total",7.40,4.80,4.86,3.93,2.04
Depreciation/Amortisation,0.09,0.12,0.15,0.02,0
Unusual Expense (Income),0,0.00,-0.00,0,0
"Other Operating Expenses, Total",0.92,-0.34,-0.47,-0.39,-2.14
Total Operating Expense,27.69,48.66,76.26,20.65,32.15
Operating Income,-7.58,-3.78,-3.69,-2.65,1.00
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.00,-0.01,0.00,-0.09
"Other, Net",0,1.32,-2.08,-1.62,0.00
Net Income Before Taxes,-7.58,-2.46,-5.78,-4.27,0.91
Provision for Income Taxes,0.00,0.00,0.00,0.00,0.00
Net Income After Taxes,-7.58,-2.46,-5.78,-4.27,0.91
Net Income Before Extra. Items,-7.58,-2.46,-5.78,-4.27,0.91
Net Income,-9.31,1.64,-4.28,-4.27,0.91
Income Available to Com Excl ExtraOrd,-7.58,-2.46,-5.78,-4.27,0.91
Income Available to Com Incl ExtraOrd,-9.31,1.64,-4.28,-4.27,0.91
Diluted Net Income,-9.31,1.64,-4.28,-4.27,0.91
Diluted Weighted Average Shares,318.78,615.37,717.08,743.51,778.27
Diluted EPS Excluding ExtraOrd Items,-0.02,-0.00,-0.01,-0.01,0.00
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.02,-0.00,-0.01,-0.01,0.00
