Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-7.58,-2.46,-5.78,-4.27,0.91
Depreciation/Depletion,0.25,0.07,0.05,0.02,0.05
Non-Cash Items,-0.10,-1.33,2.76,3.05,-2.01
Cash Taxes Paid,0.02,-0.32,0.00,0,0
Changes in Working Capital,2.84,-5.31,0.26,-5.62,0.16
Cash from Operating Activities,-4.59,-8.98,-2.61,-6.83,-0.89
Capital Expenditures,-0.04,-0.02,-0.01,-0.00,-0.02
"Other Investing Cash Flow Items, Total",0.11,4.92,0.09,0.01,0.00
Cash from Investing Activities,0.07,4.90,0.08,0.00,-0.02
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,15.00,-0.30,0.00,0
Cash from Financing Activities,0.46,14.99,-0.38,-0.00,0.49
Foreign Exchange Effects,-0.67,-0.10,-0.15,0.06,0.03
Net Change in Cash,-4.73,10.81,-3.06,-6.77,-0.39
