Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-97.69,-6.59,-5.19,-6.42,-6.96
Depreciation/Depletion,0.09,0.26,0.34,0.28,1.27
Non-Cash Items,92.64,-0.36,-0.36,-0.19,-0.26
Cash Taxes Paid,0.01,0.08,-0.00,0.00,-0.00
Changes in Working Capital,-1.82,9.41,5.48,0.04,4.60
Cash from Operating Activities,-6.73,2.85,0.34,-6.29,-1.34
Capital Expenditures,-0.05,-0.42,-3.76,-12.08,-8.27
"Other Investing Cash Flow Items, Total",-1.82,-13.65,-9.84,0.48,0.24
Cash from Investing Activities,-1.87,-14.07,-13.60,-11.60,-8.03
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",13.98,0.01,23.36,12.29,0
Cash from Financing Activities,13.59,0.01,26.37,10.67,6.51
Foreign Exchange Effects,-0.22,0.34,-0.17,-0.04,0.01
Net Change in Cash,4.76,-10.88,12.94,-7.26,-2.84
