Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 May 2016,31 May 2017,31 May 2018,31 May 2019,31 May 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,7.91,9.48,16.02,18.32,16.72
Total Revenue,7.91,9.48,16.02,18.32,16.72
"Selling/General/Admin. Expenses, Total",2.34,3.33,6.61,7.53,6.13
Depreciation/Amortisation,0.21,0.20,0.36,0.43,1.33
Unusual Expense (Income),0.43,0,0.15,0.00,-0.20
"Other Operating Expenses, Total",0.35,3.14,1.48,1.09,1.75
Total Operating Expense,4.36,7.74,10.49,11.05,10.95
Operating Income,3.54,1.74,5.53,7.27,5.78
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.20,-0.20,0.53,2.17,-0.46
"Other, Net",0,0,0,0,-0.49
Net Income Before Taxes,3.34,1.54,6.07,9.44,4.82
Provision for Income Taxes,0.58,0.27,0.55,1.02,0.78
Net Income After Taxes,2.77,1.26,5.51,8.43,4.04
Net Income Before Extra. Items,2.74,1.31,4.46,7.21,3.50
Net Income,2.74,1.31,4.46,7.21,3.50
Income Available to Com Excl ExtraOrd,2.74,1.31,4.46,7.21,3.50
Income Available to Com Incl ExtraOrd,2.74,1.31,4.46,7.21,3.50
Diluted Net Income,2.74,1.31,4.46,7.21,3.50
Diluted Weighted Average Shares,146.31,126.89,149.21,149.04,149.93
Diluted EPS Excluding ExtraOrd Items,0.02,0.01,0.03,0.05,0.02
DPS - Common Stock Primary Issue,0,0.03,0.02,0.02,0.02
Diluted Normalised EPS,0.02,0.02,0.03,0.05,0.03
