Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3.90,4.91,7.72,7.48,4.77
Depreciation/Depletion,1.18,0.67,0.78,1.16,1.16
Non-Cash Items,1.30,0.89,1.41,2.20,1.26
Cash Taxes Paid,0.18,1.01,0.95,1.60,1.09
Changes in Working Capital,-15.97,41.66,-14.56,63.89,-96.10
Cash from Operating Activities,-9.59,48.12,-4.65,74.73,-88.92
Capital Expenditures,-0.76,-0.32,-0.83,-0.32,-0.21
"Other Investing Cash Flow Items, Total",9.69,-43.79,-11.86,42.19,2.06
Cash from Investing Activities,8.93,-44.11,-12.70,41.87,1.85
Total Cash Dividends Paid,-3.17,-3.17,-4.76,-6.35,-5.55
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-3.17,-3.17,-4.76,-7.28,-6.53
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-3.84,0.84,-22.11,109.32,-93.59
