Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,0.08,-0.40,-0.41,-1.06,-2.79
Depreciation/Depletion,1.64,0.33,0.34,0.64,0.93
Non-Cash Items,-1.06,0.33,0.03,0.11,0.50
Cash Taxes Paid,0.07,0.13,0.01,0.00,0.00
Changes in Working Capital,-2.12,-0.27,-0.42,-0.02,0.60
Cash from Operating Activities,-1.46,-0.00,-0.46,-0.33,-0.76
Capital Expenditures,-0.01,0,0,0,-0.41
"Other Investing Cash Flow Items, Total",0.09,0.08,0,0,-0.41
Cash from Investing Activities,0.08,0.08,0,0,-0.82
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,4.40
Cash from Financing Activities,1.06,-0.03,0.20,0.32,2.19
Foreign Exchange Effects,0.02,0,0,0,0.00
Net Change in Cash,-0.30,0.04,-0.26,-0.02,0.62
