Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,13.82,16.69,19.46,22.51,16.93
"Accounts Receivable - Trade, Net",10.51,11.34,11.12,11.01,7.58
"Total Receivables, Net",10.51,11.34,11.12,11.01,7.58
Prepaid Expenses,0.24,0.37,0.19,0.21,0.25
"Other Current Assets, Total",0.23,0.18,0.16,0.13,0.15
Total Current Assets,24.90,28.72,31.04,34.00,25.03
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",19.21,18.93,18.93,20.26,17.46
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,0,0,0,0
Total Assets,44.11,47.65,49.98,54.26,42.49
Accounts Payable,0,0,0,0,0
Accrued Expenses,0.05,0.05,0.05,0.05,0.05
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.74,0.68,0.55,0.57,2.44
Total Current Liabilities,6.97,7.29,6.18,5.69,6.67
Total Long Term Debt,0.00,0.00,0.08,2.98,2.86
Total Debt,0.00,0.00,0.12,3.31,3.35
Deferred Income Tax,1.15,1.12,1.77,1.81,1.27
"Other Liabilities, Total",0.74,0.74,0.74,0.74,0.74
Total Liabilities,8.86,9.15,8.76,11.22,11.53
"Common Stock, Total",14.52,14.52,14.52,14.52,14.52
Retained Earnings (Accumulated Deficit),20.74,23.98,26.69,28.52,16.44
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,35.26,38.50,41.22,43.04,30.96
Total Liabilities & Shareholders' Equity,44.11,47.65,49.98,54.26,42.49
Total Common Shares Outstanding,132.52,132.52,132.52,132.52,132.52
"Tangible Book Value per Share, Common Eq",0.27,0.29,0.31,0.32,0.23
