Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,7.26,5.35,3.88,3.08,1.53
Depreciation/Depletion,3.06,3.21,3.34,4.00,3.88
Non-Cash Items,0.13,-0.04,-0.09,0.08,0.16
Cash Taxes Paid,0.72,0.74,0.14,0.53,0.39
Changes in Working Capital,-0.37,-1.19,-0.23,-1.02,4.04
Cash from Operating Activities,10.08,7.32,6.90,6.14,9.61
Capital Expenditures,-2.26,-3.21,-3.50,-2.07,-0.79
"Other Investing Cash Flow Items, Total",0.14,0.22,0.09,0.36,0.27
Cash from Investing Activities,-2.13,-2.99,-3.41,-1.71,-0.52
Total Cash Dividends Paid,-0.73,-1.46,-0.73,-0.66,-13.85
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-3.42,-1.46,-0.73,-1.38,-14.66
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,4.53,2.87,2.76,3.05,-5.57
