Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,69.88,70.06,69.30,66.85,47.21
Total Revenue,69.88,70.06,69.30,66.85,47.21
"Selling/General/Admin. Expenses, Total",33.35,34.18,33.07,31.11,27.68
Depreciation/Amortisation,3.06,3.21,3.34,4.00,3.88
Unusual Expense (Income),0.12,0.07,0.07,0.09,-3.41
"Other Operating Expenses, Total",24.28,25.82,27.67,27.20,16.47
Total Operating Expense,62.54,64.71,65.42,63.57,45.51
Operating Income,7.34,5.35,3.88,3.27,1.71
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.08,0.00,-0.00,-0.19,-0.18
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.26,5.35,3.88,3.08,1.53
Provision for Income Taxes,0.88,0.65,0.65,0.59,-0.24
Net Income After Taxes,6.38,4.70,3.23,2.49,1.77
Net Income Before Extra. Items,6.38,4.70,3.23,2.49,1.77
Net Income,6.38,4.70,3.23,2.49,1.77
Income Available to Com Excl ExtraOrd,6.38,4.70,3.23,2.49,1.77
Income Available to Com Incl ExtraOrd,6.38,4.70,3.23,2.49,1.77
Diluted Net Income,6.38,4.70,3.23,2.49,1.77
Diluted Weighted Average Shares,132.52,132.52,132.52,132.52,132.52
Diluted EPS Excluding ExtraOrd Items,0.05,0.04,0.02,0.02,0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.00,0
Diluted Normalised EPS,0.05,0.04,0.02,0.02,-0.00
