Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,149.52,57.91,62.30,41.39,27.83
Total Revenue,149.52,57.91,62.30,41.39,27.83
"Selling/General/Admin. Expenses, Total",5.10,18.77,10.21,7.47,6.74
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-4.88,0,0,0.00,0
"Other Operating Expenses, Total",-0.03,1.89,0.18,-3.26,-0.87
Total Operating Expense,123.96,50.98,45.06,14.14,23.55
Operating Income,25.56,6.93,17.24,27.25,4.27
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.60,-5.31,-6.26,-8.23,-9.79
"Other, Net",-0.16,0,-0.08,-1.12,0
Net Income Before Taxes,23.80,1.62,10.90,17.90,-5.52
Provision for Income Taxes,-10.56,1.30,0.69,3.13,-1.43
Net Income After Taxes,34.36,0.33,10.21,14.76,-4.08
Net Income Before Extra. Items,13.54,-2.16,3.43,6.71,-2.58
Net Income,13.54,-2.16,3.43,6.71,-2.58
Income Available to Com Excl ExtraOrd,13.54,-2.16,3.43,6.71,-2.58
Income Available to Com Incl ExtraOrd,13.54,-2.16,3.43,6.71,-2.58
Diluted Net Income,13.54,-2.16,3.43,6.71,-2.58
Diluted Weighted Average Shares,454.21,897.66,1153.94,1163.19,977.00
Diluted EPS Excluding ExtraOrd Items,0.03,-0.00,0.00,0.01,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.02,-0.00,0.00,0.01,-0.00
