Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-11.15,-28.40,-5.49,1.31,6.03
Depreciation/Depletion,1.45,1.34,1.28,1.30,1.39
Non-Cash Items,12.78,19.56,1.71,1.36,5.73
Cash Taxes Paid,0.79,-0.85,0.19,-0.01,0.47
Changes in Working Capital,3.13,7.46,1.26,-3.07,-0.39
Cash from Operating Activities,6.49,0.66,-1.08,0.94,12.83
Capital Expenditures,-1.14,-0.75,-0.72,-2.29,-1.61
"Other Investing Cash Flow Items, Total",-6.82,-0.72,-16.49,2.17,0.82
Cash from Investing Activities,-7.96,-1.47,-17.22,-0.12,-0.79
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0.64,0.00
Cash from Financing Activities,4.16,0.10,18.07,-0.92,-6.14
Foreign Exchange Effects,0.00,0,0.02,-0.02,-0.06
Net Change in Cash,2.69,-0.71,-0.21,-0.12,5.84
