Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,19036.30,34680.76,20725.54,26082.74,26064.77
Depreciation/Depletion,3293.21,4307.68,5759.77,6634.55,6565.31
Non-Cash Items,1215.73,-5879.84,4578.55,7971.99,9571.60
Cash Taxes Paid,4314.12,3634.83,6965.32,6023.84,5113.48
Changes in Working Capital,-5056.81,-3535.59,-8783.65,-2213.76,-4936.36
Cash from Operating Activities,18488.42,29573.01,22280.20,38475.52,37265.33
Capital Expenditures,-3010.65,-5557.21,-7436.99,-5814.52,-4649.84
"Other Investing Cash Flow Items, Total",2564.39,2503.91,-184660.65,-2630.69,-2873.60
Cash from Investing Activities,-446.27,-3053.30,-192097.64,-8445.20,-7523.44
Total Cash Dividends Paid,-16572.62,-15066.02,-15569.02,-9794.28,-10799.76
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-15603.21,-21568.10,171069.61,-31175.85,-24951.46
Foreign Exchange Effects,-869.71,-81.62,334.70,-740.24,726.30
Net Change in Cash,1569.23,4869.99,1586.87,-1885.77,5516.72
