Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,9 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,139152.66,189997.30,229695.09,267356.56,253480.71
Total Revenue,139152.66,189997.30,229695.09,267356.56,253480.71
"Selling/General/Admin. Expenses, Total",21563.29,29223.19,38769.05,43134.31,37824.51
Depreciation/Amortisation,616.00,1351.00,2548.00,2548.00,2436.00
Unusual Expense (Income),-88.00,0.00,3138.20,0.00,492.41
"Other Operating Expenses, Total",-15.00,-20.00,0,0,0
Total Operating Expense,119667.08,162452.84,207348.49,235648.37,219373.32
Operating Income,19485.59,27544.46,22346.61,31708.20,34107.39
"Interest Inc.(Exp.),Net-Non-Op., Total",2654.05,11671.49,-335.73,-1134.35,-2403.55
"Other, Net",473.48,518.45,2092.32,737.68,1226.82
Net Income Before Taxes,22679.11,39812.40,24103.20,31311.53,32930.65
Provision for Income Taxes,3642.82,5131.63,4494.42,5228.79,6865.88
Net Income After Taxes,19036.30,34680.76,19608.77,26082.74,26064.77
Net Income Before Extra. Items,18919.62,34509.74,17942.88,23272.39,22751.73
Net Income,18919.62,34509.74,17942.88,23272.39,22751.73
Income Available to Com Excl ExtraOrd,18919.62,34509.74,17942.88,23272.39,22751.73
Income Available to Com Incl ExtraOrd,18919.62,34509.74,17942.88,23272.39,22751.73
Diluted Net Income,18919.62,34510.00,17943.00,23272.00,22752.00
Diluted Weighted Average Shares,25110.00,25113.00,25116.00,25117.00,25116.00
Diluted EPS Excluding ExtraOrd Items,0.75,1.37,0.71,0.93,0.91
DPS - Common Stock Primary Issue,0.60,0.67,0.39,0.15,0.42
Diluted Normalised EPS,0.75,1.37,0.82,0.93,0.92
