Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,276.76,195.74,118.05,127.81,121.60
Total Revenue,276.76,195.74,118.05,127.81,121.60
"Selling/General/Admin. Expenses, Total",8.02,9.50,8.18,7.06,4.60
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.12,0.77,0.00,-0.14,-0.99
"Other Operating Expenses, Total",13.61,18.03,16.99,19.58,21.72
Total Operating Expense,273.49,196.46,128.25,137.66,148.96
Operating Income,3.27,-0.73,-10.20,-9.85,-27.36
"Interest Inc.(Exp.),Net-Non-Op., Total",0,10.55,5.54,-3.56,-3.88
"Other, Net",0,0,0,-0.22,-0.16
Net Income Before Taxes,3.27,9.82,-4.66,-13.63,-31.40
Provision for Income Taxes,1.35,-0.32,0.52,0.59,-2.84
Net Income After Taxes,1.92,10.14,-5.17,-14.23,-28.56
Net Income Before Extra. Items,1.13,10.41,-3.36,-12.82,-26.44
Net Income,1.13,10.41,-3.36,-12.82,-26.44
Income Available to Com Excl ExtraOrd,1.13,10.41,-3.36,-12.82,-26.44
Income Available to Com Incl ExtraOrd,1.13,10.41,-3.36,-12.82,-26.44
Diluted Net Income,1.13,10.41,-3.36,-12.82,-26.44
Diluted Weighted Average Shares,308.00,317.82,322.39,322.39,322.39
Diluted EPS Excluding ExtraOrd Items,0.00,0.03,-0.01,-0.04,-0.08
DPS - Common Stock Primary Issue,0.00,0.00,0,0,0
Diluted Normalised EPS,0.00,0.03,-0.01,-0.04,-0.08
