Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.47,8.55,5.94,6.18,-10.97
Depreciation/Depletion,0.33,5.50,6.63,14.04,16.74
Non-Cash Items,0.82,1.69,-1.04,1.93,2.84
Cash Taxes Paid,1.84,0.82,2.24,0.50,-0.17
Changes in Working Capital,-5.62,-20.16,-57.67,-4.69,-2.40
Cash from Operating Activities,2.00,-4.42,-46.13,17.46,6.22
Capital Expenditures,-4.03,-4.39,-16.34,-21.09,-0.52
"Other Investing Cash Flow Items, Total",1.40,7.01,4.36,1.65,1.50
Cash from Investing Activities,-2.63,2.62,-11.98,-19.44,0.98
Total Cash Dividends Paid,0,-0.45,-1.05,-1.56,-0.40
"Issuance (Retirement) of Stock, Net",0,16.45,23.29,10.00,11.65
Cash from Financing Activities,5.29,6.65,54.94,28.81,1.99
Foreign Exchange Effects,0.06,-0.66,0.21,-0.17,-0.18
Net Change in Cash,4.71,4.19,-2.96,26.65,9.01
