Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,15.43,16.14,20.95,21.76,26.25
Total Revenue,15.43,16.14,20.95,21.76,26.25
"Selling/General/Admin. Expenses, Total",3.23,3.34,3.72,3.84,3.71
Depreciation/Amortisation,0.12,0.13,0.13,0.14,0.20
Unusual Expense (Income),0.04,-0.00,0.00,0,0
"Other Operating Expenses, Total",-0.89,-1.71,-0.78,-2.41,-1.52
Total Operating Expense,10.75,9.97,13.15,11.80,15.92
Operating Income,4.68,6.16,7.81,9.95,10.33
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.86,-0.08,-0.09,-0.01
"Other, Net",0,0,0,0,-1.20
Net Income Before Taxes,4.68,5.31,7.73,9.86,9.08
Provision for Income Taxes,0.51,0.79,0.73,1.13,1.66
Net Income After Taxes,4.17,4.52,7.00,8.73,7.42
Net Income Before Extra. Items,4.17,4.52,7.00,8.73,7.42
Net Income,4.17,4.52,7.00,8.73,7.42
Income Available to Com Excl ExtraOrd,4.17,4.52,7.00,8.73,7.42
Income Available to Com Incl ExtraOrd,4.17,4.52,7.00,8.73,7.42
Diluted Net Income,4.17,4.52,7.00,8.73,7.42
Diluted Weighted Average Shares,34.84,34.87,34.95,34.95,34.95
Diluted EPS Excluding ExtraOrd Items,0.12,0.13,0.20,0.25,0.21
DPS - Common Stock Primary Issue,0.05,0.05,0.05,0.00,0.05
Diluted Normalised EPS,0.12,0.13,0.20,0.25,0.21
