Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,40.51,37.19,163.67,171.50,185.84
Total Revenue,40.51,37.19,163.67,171.50,185.84
"Selling/General/Admin. Expenses, Total",18.82,15.97,26.69,26.52,27.65
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),1.88,22.40,-2.71,-1.84,-1.60
"Other Operating Expenses, Total",-1.82,-1.44,-1.74,-1.65,-12.23
Total Operating Expense,65.98,63.84,139.64,153.97,168.22
Operating Income,-25.47,-26.65,24.03,17.53,17.63
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0.00,-6.72,-6.89,-5.72
"Other, Net",0,0.00,-0.37,0,-0.04
Net Income Before Taxes,-25.47,-26.65,16.94,10.64,11.88
Provision for Income Taxes,0.52,0.41,3.72,2.93,2.81
Net Income After Taxes,-25.99,-27.06,13.22,7.71,9.07
Net Income Before Extra. Items,-26.13,-27.25,12.98,7.38,8.34
Net Income,-466.50,189.44,12.98,7.38,8.34
Income Available to Com Excl ExtraOrd,-26.13,-27.25,12.98,7.38,8.34
Income Available to Com Incl ExtraOrd,-466.50,189.44,12.98,7.38,8.34
Diluted Net Income,-466.50,189.44,12.98,7.38,8.34
Diluted Weighted Average Shares,2239.25,2239.25,2239.25,2239.25,2239.25
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.01,0.01,0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.01,0.00,0.00,0.00
