Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-976.08,65.39,13.22,7.71,9.07
Depreciation/Depletion,12.27,5.00,19.33,31.93,31.88
Non-Cash Items,1215.49,-63.57,4.75,17.95,11.60
Cash Taxes Paid,2.51,9.66,6.39,5.01,0.88
Changes in Working Capital,-690.12,335.07,-27.57,-10.46,7.38
Cash from Operating Activities,-438.44,341.89,15.42,51.80,64.84
Capital Expenditures,-26.07,-9.23,-30.18,-63.25,-30.42
"Other Investing Cash Flow Items, Total",25.55,-1244.16,17.16,-1.61,-23.36
Cash from Investing Activities,-0.52,-1253.39,-13.02,-64.85,-53.77
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,421.52,-509.40,9.89,7.90,-1.54
Foreign Exchange Effects,-33.17,-38.98,0.80,-0.48,-0.50
Net Change in Cash,-50.61,-1459.89,13.10,-5.63,9.03
