Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,Interim Report,Interim Report,ARS,ARS,ARS
Cash,550.53,50.46,56.41,40.68,56.62
Short Term Investments,969.84,8.04,16.40,26.49,19.72
Cash and Short Term Investments,1520.38,58.50,72.81,67.17,76.33
"Accounts Receivable - Trade, Net",4313.82,7.71,29.79,33.14,36.75
"Total Receivables, Net",4357.20,308.95,32.48,39.76,41.51
Prepaid Expenses,10.19,0.48,2.98,2.25,1.69
"Other Current Assets, Total",0.00,140.66,1.00,0.00,0
Total Current Assets,6974.14,508.80,109.93,110.04,120.61
"Property/Plant/Equipment, Total - Gross",4164.48,95.71,620.57,773.07,840.80
"Accumulated Depreciation, Total",-1637.12,-55.08,-70.56,-100.66,-121.93
"Property/Plant/Equipment, Total - Net",2527.36,40.64,550.01,672.41,718.87
"Goodwill, Net",0,0.00,98.99,98.99,98.99
"Intangibles, Net",9.82,0.15,32.04,27.36,24.60
Long Term Investments,23.46,13.79,28.81,39.08,55.17
Total Assets,9780.73,564.14,822.81,948.37,1018.76
Accounts Payable,444.45,1.71,8.62,10.37,14.07
Accrued Expenses,1396.44,6.18,21.61,25.31,17.41
Notes Payable/Short Term Debt,83.13,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",303.64,1.45,23.07,16.41,25.85
Total Current Liabilities,6441.62,47.38,79.01,84.40,89.19
Total Long Term Debt,3018.33,0.00,152.62,267.47,311.00
Total Debt,7315.42,0.00,178.33,299.78,342.85
Deferred Income Tax,0.26,0.13,54.42,56.85,63.89
"Other Liabilities, Total",0.00,0.00,5.67,1.38,9.37
Total Liabilities,9444.67,48.94,293.19,412.00,483.86
"Common Stock, Total",270.61,270.61,270.61,270.61,270.61
Retained Earnings (Accumulated Deficit),65.24,254.69,267.66,275.04,275.89
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0.21,0.00,0.00,0,0
"Other Equity, Total",0.00,-10.09,-8.65,-9.28,-11.59
Total Equity,336.06,515.20,529.62,536.37,534.90
Total Liabilities & Shareholders' Equity,9780.73,564.14,822.81,948.37,1018.76
Total Common Shares Outstanding,2239.24,2239.24,2239.25,2239.25,2239.25
"Tangible Book Value per Share, Common Eq",0.15,0.23,0.18,0.18,0.18
