Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,61.35,270.29,198.78,182.56,195.07
Depreciation/Depletion,136.37,129.78,112.11,115.24,122.48
Non-Cash Items,127.58,-54.13,30.55,97.87,87.23
Cash Taxes Paid,40.42,46.60,40.27,45.93,48.59
Changes in Working Capital,131.63,-131.83,-255.96,45.69,-98.71
Cash from Operating Activities,456.94,214.11,85.48,441.36,306.07
Capital Expenditures,-88.43,-78.75,-137.74,-266.28,-242.42
"Other Investing Cash Flow Items, Total",21.33,98.32,30.43,-6.50,73.70
Cash from Investing Activities,-67.10,19.56,-107.30,-272.77,-168.71
Total Cash Dividends Paid,-3.74,-3.74,0.00,0,-7.48
"Issuance (Retirement) of Stock, Net",0,0.00,201.06,0.00,0
Cash from Financing Activities,-353.39,92.03,18.18,-156.72,-126.47
Foreign Exchange Effects,-29.90,-8.77,-34.35,-31.73,59.32
Net Change in Cash,6.55,316.93,-38.00,-19.87,70.22
