Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,81.58,1.98,2.57,2.15,1.84
Total Revenue,81.58,1.98,2.57,2.15,1.84
"Selling/General/Admin. Expenses, Total",21.25,8.44,6.38,40.11,4.84
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,-1.27,0,0,0
"Other Operating Expenses, Total",-0.58,0.10,-0.71,-12.91,-0.75
Total Operating Expense,100.67,7.28,5.67,27.20,4.09
Operating Income,-19.10,-5.30,-3.11,-25.05,-2.25
"Interest Inc.(Exp.),Net-Non-Op., Total",-2.30,-1.74,-1.34,-1.54,-0.38
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-21.40,-7.04,-4.44,-26.59,-2.63
Provision for Income Taxes,0.31,0.16,0.00,0.20,-0.05
Net Income After Taxes,-21.71,-7.19,-4.44,-26.78,-2.58
Net Income Before Extra. Items,-11.14,-6.60,-3.81,-27.18,-2.45
Net Income,-11.14,-6.60,-3.81,-27.18,-2.45
Income Available to Com Excl ExtraOrd,-11.14,-6.60,-3.81,-27.18,-2.45
Income Available to Com Incl ExtraOrd,-11.14,-6.60,-3.81,-27.18,-2.45
Diluted Net Income,-11.14,-6.60,-3.81,-27.18,-2.45
Diluted Weighted Average Shares,1016.69,1913.78,1913.78,1913.78,1988.37
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.00,-0.00,-0.01,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.00,-0.00,-0.01,-0.00
