Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-21.40,-7.04,-4.44,-26.59,-2.63
Depreciation/Depletion,1.30,0.03,0.02,0.00,0.00
Non-Cash Items,8.72,2.82,0.88,24.29,0.65
Cash Taxes Paid,0.68,0.10,-0.07,0.00,0.07
Changes in Working Capital,-2.95,-17.52,4.46,4.45,-0.52
Cash from Operating Activities,-14.33,-21.70,0.92,2.16,-2.50
Capital Expenditures,-1.31,0.00,0,0,0
"Other Investing Cash Flow Items, Total",3.31,-2.86,7.53,4.57,0.01
Cash from Investing Activities,2.00,-2.86,7.53,4.57,0.01
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",30.68,0.00,0,0,5.09
Cash from Financing Activities,11.46,15.28,-5.82,-2.08,-6.69
Foreign Exchange Effects,0,-0.03,0.00,0,0
Net Change in Cash,-0.87,-9.31,2.63,4.65,-9.19
