Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,43.79,119.84,53.82,37.24,13.74
Total Revenue,43.79,119.84,53.82,37.24,13.74
"Selling/General/Admin. Expenses, Total",12.66,14.02,16.57,10.75,59.97
Depreciation/Amortisation,2.00,2.11,2.04,1.01,1.02
Unusual Expense (Income),-4.79,-1.23,0.01,0.25,1.37
"Other Operating Expenses, Total",-5.98,-8.79,1.54,15.69,1.01
Total Operating Expense,44.34,106.42,64.24,61.37,78.67
Operating Income,-0.55,13.42,-10.42,-24.13,-64.93
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-0.55,13.42,-10.42,-24.13,-64.93
Provision for Income Taxes,-2.82,0.07,-0.12,0.01,-0.08
Net Income After Taxes,2.28,13.35,-10.30,-24.14,-64.86
Net Income Before Extra. Items,2.40,13.37,-10.30,-24.13,-64.86
Net Income,2.40,13.37,-10.30,-24.13,-64.86
Income Available to Com Excl ExtraOrd,2.40,13.37,-10.30,-24.13,-64.86
Income Available to Com Incl ExtraOrd,2.40,13.37,-10.30,-24.13,-64.86
Diluted Net Income,2.40,13.37,-10.30,-24.13,-64.86
Diluted Weighted Average Shares,975.50,975.50,975.50,975.50,1106.34
Diluted EPS Excluding ExtraOrd Items,0.00,0.01,-0.01,-0.02,-0.06
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,0.01,-0.01,-0.02,-0.06
