Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,PRESS,ARS,ARS,ARS
Revenue,148.06,72.89,94.93,78.78,52.92
Total Revenue,148.06,72.89,94.93,78.78,52.92
"Selling/General/Admin. Expenses, Total",8.16,6.78,7.95,7.89,8.40
Depreciation/Amortisation,0,0.75,0,0,0
Unusual Expense (Income),0,0,0.07,0.02,0.07
"Other Operating Expenses, Total",-1.25,-0.34,-1.13,-0.62,-1.54
Total Operating Expense,145.57,74.16,93.51,77.80,56.95
Operating Income,2.48,-1.28,1.42,0.98,-4.03
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,2.48,-1.28,1.42,0.98,-4.03
Provision for Income Taxes,0.52,0.03,0.98,0.20,-0.02
Net Income After Taxes,1.96,-1.31,0.45,0.78,-4.01
Net Income Before Extra. Items,2.10,-1.06,0.59,0.82,-3.95
Net Income,2.10,-1.06,0.59,0.82,-3.95
Income Available to Com Excl ExtraOrd,2.10,-1.06,0.59,0.82,-3.95
Income Available to Com Incl ExtraOrd,2.10,-1.06,0.59,0.82,-3.95
Diluted Net Income,2.10,-1.06,0.59,0.82,-3.95
Diluted Weighted Average Shares,170.00,170.00,177.28,185.63,185.63
Diluted EPS Excluding ExtraOrd Items,0.01,-0.01,0.00,0.00,-0.02
DPS - Common Stock Primary Issue,0.00,0.00,0,0,0
Diluted Normalised EPS,0.01,-0.01,0.00,0.00,-0.02
