Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,28.41,30.08,27.44,28.45,9.58
Depreciation/Depletion,9.59,9.51,9.50,8.86,8.95
Non-Cash Items,31.90,25.89,24.96,21.32,10.34
Cash Taxes Paid,14.72,16.34,13.78,15.74,9.05
Changes in Working Capital,-11.86,-15.51,-8.93,-15.59,-5.26
Cash from Operating Activities,58.03,49.97,52.97,43.03,23.61
Capital Expenditures,-1.54,-0.48,-1.08,-1.30,-0.31
"Other Investing Cash Flow Items, Total",0.10,0.00,0,-2.36,-3.22
Cash from Investing Activities,-1.44,-0.48,-1.08,-3.66,-3.54
Total Cash Dividends Paid,-56.15,-15.18,0.00,-17.80,-23.90
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-111.26,-15.25,-0.07,-17.87,-23.97
Foreign Exchange Effects,-5.30,-0.89,-4.01,-3.70,4.24
Net Change in Cash,-59.96,33.35,47.81,17.81,0.35
