Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3.11,1.09,0.60,-6.50,-16.33
Depreciation/Depletion,2.26,2.40,2.67,26.85,28.87
Non-Cash Items,1.29,0.42,0.41,6.65,17.27
Cash Taxes Paid,0.85,0.75,0.02,0.21,-0.01
Changes in Working Capital,-0.38,-1.25,0.31,-3.71,4.38
Cash from Operating Activities,6.29,2.67,3.98,23.39,34.19
Capital Expenditures,-1.99,-3.63,-3.33,-7.12,-2.56
"Other Investing Cash Flow Items, Total",-0.64,-0.07,-0.92,0.23,-0.11
Cash from Investing Activities,-2.62,-3.70,-4.24,-6.89,-2.67
Total Cash Dividends Paid,-8.50,-2.91,-0.60,0.00,0
"Issuance (Retirement) of Stock, Net",7.52,0,0,0,0
Cash from Financing Activities,-2.57,-2.91,-0.60,-17.32,-26.59
Foreign Exchange Effects,-0.01,-0.02,0.00,0,0
Net Change in Cash,1.08,-3.96,-0.87,-0.82,4.92
