Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,56.82,57.97,64.79,84.36,57.42
Total Revenue,56.82,57.97,64.79,84.36,57.42
"Selling/General/Admin. Expenses, Total",4.87,4.97,5.71,9.05,8.21
Depreciation/Amortisation,0,0,0,0.10,0.00
Unusual Expense (Income),1.21,0.35,0.31,1.94,0.33
"Other Operating Expenses, Total",-0.78,-0.68,-0.47,-1.61,-0.86
Total Operating Expense,53.71,56.90,64.16,86.26,68.88
Operating Income,3.11,1.07,0.63,-1.91,-11.47
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0.00,-0.00,-4.80,-4.96
"Other, Net",0,0.02,-0.03,0.21,0.09
Net Income Before Taxes,3.11,1.09,0.60,-6.50,-16.33
Provision for Income Taxes,0.74,0.09,0.17,-0.17,0.01
Net Income After Taxes,2.37,1.00,0.43,-6.32,-16.34
Net Income Before Extra. Items,2.37,1.00,0.43,-6.32,-16.34
Net Income,2.37,1.00,0.43,-6.32,-16.34
Income Available to Com Excl ExtraOrd,2.37,1.00,0.43,-6.32,-16.34
Income Available to Com Incl ExtraOrd,2.37,1.00,0.43,-6.32,-16.34
Diluted Net Income,2.37,1.00,0.43,-6.32,-16.34
Diluted Weighted Average Shares,211.32,231.52,231.52,231.52,231.52
Diluted EPS Excluding ExtraOrd Items,0.01,0.00,0.00,-0.03,-0.07
DPS - Common Stock Primary Issue,0.01,0.00,0,0,0
Diluted Normalised EPS,0.02,0.01,0.00,-0.02,-0.07
