Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,63.50,-125.83,-48.59,-219.97,-49.11
Depreciation/Depletion,104.48,72.17,70.51,90.69,47.47
Non-Cash Items,0.85,234.84,208.59,363.27,108.12
Cash Taxes Paid,80.02,72.43,79.59,73.36,40.91
Changes in Working Capital,-127.73,-228.08,-524.40,-282.48,-75.01
Cash from Operating Activities,57.51,-30.59,-277.59,-32.18,38.32
Capital Expenditures,-135.08,-125.92,-223.07,-439.05,-40.43
"Other Investing Cash Flow Items, Total",323.51,-11.79,-6.99,44.25,-263.01
Cash from Investing Activities,188.43,-137.71,-230.06,-394.80,-303.44
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,73.48,5.20,10.24,0.00
Cash from Financing Activities,-29.12,18.47,483.66,425.22,128.06
Foreign Exchange Effects,6.68,-17.15,-5.57,3.41,13.35
Net Change in Cash,223.49,-166.97,-29.56,1.65,-123.72
