Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,7.47,23.30,24.00,23.37,20.88
Total Revenue,7.47,23.30,24.00,23.37,20.88
"Selling/General/Admin. Expenses, Total",6.56,8.57,8.22,9.33,11.92
Depreciation/Amortisation,0.63,0.29,0.36,0.47,1.04
Unusual Expense (Income),0.52,0.64,0.00,-1.47,1.45
"Other Operating Expenses, Total",-0.09,-0.57,-1.10,-0.47,-0.08
Total Operating Expense,14.23,28.39,27.35,25.84,31.31
Operating Income,-6.75,-5.08,-3.35,-2.47,-10.43
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,-0.11,-0.03
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-6.75,-5.08,-3.35,-2.57,-10.46
Provision for Income Taxes,0.00,0.03,0.05,0.02,-0.00
Net Income After Taxes,-6.76,-5.11,-3.40,-2.59,-10.46
Net Income Before Extra. Items,-6.25,-4.84,-3.15,-2.41,-10.24
Net Income,-0.32,-7.08,-10.73,-4.74,-10.34
Income Available to Com Excl ExtraOrd,-6.25,-4.84,-3.15,-2.41,-10.24
Income Available to Com Incl ExtraOrd,-0.32,-7.08,-10.73,-4.74,-10.34
Diluted Net Income,-0.32,-7.08,-10.73,-4.74,-10.34
Diluted Weighted Average Shares,155.38,211.49,273.78,303.00,303.00
Diluted EPS Excluding ExtraOrd Items,-0.04,-0.02,-0.01,-0.01,-0.03
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.04,-0.02,-0.01,-0.01,-0.03
