Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-6.75,-5.08,-3.35,-2.57,-10.46
Depreciation/Depletion,1.09,0.87,2.02,2.53,3.01
Non-Cash Items,-2.24,0.85,1.23,3.99,7.98
Cash Taxes Paid,-0.03,0,0.00,0.02,-0.00
Changes in Working Capital,-0.70,-6.27,-8.20,-3.37,-4.50
Cash from Operating Activities,-8.60,-9.55,-8.20,0.74,-3.77
Capital Expenditures,-16.63,-17.64,-3.28,-1.49,-1.66
"Other Investing Cash Flow Items, Total",2.93,-0.35,0.17,1.60,8.36
Cash from Investing Activities,-13.70,-17.99,-3.11,0.11,6.71
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",5.49,11.89,5.23,0.00,0
Cash from Financing Activities,15.06,21.93,10.30,-0.67,-2.73
Foreign Exchange Effects,0,0.00,-0.07,-0.03,-0.32
Net Change in Cash,-7.24,-5.61,-1.08,0.16,-0.12
