Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,154.94,123.49,120.81,127.96,137.62
Total Revenue,154.94,123.49,120.81,127.96,137.62
"Selling/General/Admin. Expenses, Total",88.39,86.30,83.18,79.34,73.01
Depreciation/Amortisation,4.46,3.33,3.31,14.73,11.53
Unusual Expense (Income),-16.39,-13.94,0.05,-11.31,3.43
"Other Operating Expenses, Total",11.06,8.85,7.27,9.09,7.01
Total Operating Expense,116.01,99.79,107.94,107.60,111.35
Operating Income,38.93,23.71,12.87,20.37,26.27
"Interest Inc.(Exp.),Net-Non-Op., Total",-3.40,0.71,1.98,-0.24,-3.90
"Other, Net",0,0,0,0,0
Net Income Before Taxes,35.52,24.41,14.85,20.12,22.37
Provision for Income Taxes,2.20,0.74,0.76,1.94,2.53
Net Income After Taxes,33.32,23.67,14.09,18.18,19.84
Net Income Before Extra. Items,28.30,23.87,14.01,17.98,19.70
Net Income,28.30,23.87,14.01,17.98,19.70
Income Available to Com Excl ExtraOrd,28.30,23.87,14.01,17.98,19.70
Income Available to Com Incl ExtraOrd,28.30,23.87,14.01,17.98,19.70
Diluted Net Income,28.30,23.87,14.01,17.98,19.70
Diluted Weighted Average Shares,794.25,796.35,790.44,785.62,786.99
Diluted EPS Excluding ExtraOrd Items,0.04,0.03,0.02,0.02,0.03
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.03,0.01
Diluted Normalised EPS,0.02,0.01,0.02,0.01,0.03
