Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,14.67,25.14,22.38,49.70,-16.79
Depreciation/Depletion,2.74,2.89,3.49,3.18,0.20
Non-Cash Items,-8.73,-2.99,0.69,-49.46,18.70
Cash Taxes Paid,3.16,2.62,6.17,5.31,0.54
Changes in Working Capital,-27.32,30.52,-3.01,5.05,0.13
Cash from Operating Activities,-18.65,55.56,23.55,8.47,2.23
Capital Expenditures,-7.76,-1.64,-4.95,-2.89,-0.53
"Other Investing Cash Flow Items, Total",-27.96,-18.40,18.57,80.38,-7.01
Cash from Investing Activities,-35.73,-20.04,13.62,77.49,-7.54
Total Cash Dividends Paid,-19.58,-6.52,-20.52,-68.14,-6.72
"Issuance (Retirement) of Stock, Net",-0.82,-0.33,0,0,-0.41
Cash from Financing Activities,-25.14,-8.40,-21.80,-77.10,-7.18
Foreign Exchange Effects,-2.97,-0.48,-1.04,-1.17,-2.80
Net Change in Cash,-82.49,26.63,14.32,7.68,-15.28
