Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,238.51,283.19,56.63,18.29,25.23
Total Revenue,238.51,283.19,56.63,18.29,25.23
"Selling/General/Admin. Expenses, Total",0,0,0,0,0.06
Depreciation/Amortisation,2.74,2.89,0.14,0.13,0.20
Unusual Expense (Income),4.47,1.48,0.46,0.13,8.84
"Other Operating Expenses, Total",3.84,4.11,1.33,1.58,1.96
Total Operating Expense,223.84,258.05,57.21,23.81,40.92
Operating Income,14.67,25.14,-0.58,-5.53,-15.68
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,-20.72,-1.11
"Other, Net",0,0,0,0,0
Net Income Before Taxes,14.67,25.14,-0.58,-26.24,-16.79
Provision for Income Taxes,3.04,4.70,0.33,0.75,0.33
Net Income After Taxes,11.62,20.43,-0.91,-26.99,-17.12
Net Income Before Extra. Items,10.29,17.93,-5.17,-29.07,-17.12
Net Income,10.29,17.93,13.09,43.93,-17.12
Income Available to Com Excl ExtraOrd,10.29,17.93,-5.17,-29.07,-17.12
Income Available to Com Incl ExtraOrd,10.29,17.93,13.09,43.93,-17.12
Diluted Net Income,10.29,17.93,13.09,43.93,-17.12
Diluted Weighted Average Shares,930.54,929.44,928.27,928.27,927.74
Diluted EPS Excluding ExtraOrd Items,0.01,0.02,-0.01,-0.03,-0.02
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.01,0.02,-0.01,-0.03,-0.01
