Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,34.90,44.28,9.02,3.25,22.20
Total Revenue,34.90,44.28,9.02,3.25,22.20
"Selling/General/Admin. Expenses, Total",7.89,11.65,3.98,3.35,3.61
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),1.77,11.23,0.00,0.00,0.00
"Other Operating Expenses, Total",-2.69,-1.77,-1.73,-2.99,-3.04
Total Operating Expense,33.57,61.14,10.46,2.72,21.58
Operating Income,1.33,-16.86,-1.44,0.53,0.63
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.33,-16.86,-1.44,0.53,0.63
Provision for Income Taxes,0.56,0.61,-0.29,0.57,0.51
Net Income After Taxes,0.78,-17.47,-1.15,-0.04,0.12
Net Income Before Extra. Items,0.78,-17.47,-1.15,-0.04,0.12
Net Income,0.78,-17.47,-13.41,0.03,0.12
Income Available to Com Excl ExtraOrd,0.78,-17.47,-1.15,-0.04,0.12
Income Available to Com Incl ExtraOrd,0.78,-17.47,-13.41,0.03,0.12
Diluted Net Income,0.78,-17.47,-13.41,0.03,0.12
Diluted Weighted Average Shares,62.76,62.76,62.76,62.76,61.50
Diluted EPS Excluding ExtraOrd Items,0.01,-0.28,-0.02,-0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.03,-0.16,-0.02,-0.00,0.00
