Fiscal Year,2013,2014,2015,2016,2017
Period Ended,31 Dec 2013,31 Dec 2014,31 Dec 2015,31 Dec 2016,31 Dec 2017
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,PRESS,ARS,ARS
Revenue,524.08,583.76,316.66,5.85,1.54
Total Revenue,524.08,583.76,316.66,5.85,1.54
"Selling/General/Admin. Expenses, Total",41.10,52.85,43.06,27.46,32.37
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",-0.72,-1.73,143.95,54.93,-29.77
Total Operating Expense,446.03,507.76,425.43,97.07,19.25
Operating Income,78.05,76.01,-108.77,-91.22,-17.71
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,78.05,76.01,-108.77,-91.22,-17.71
Provision for Income Taxes,3.38,6.58,2.16,-1.66,0.00
Net Income After Taxes,74.67,69.42,-110.93,-89.56,-17.71
Net Income Before Extra. Items,74.67,69.56,-110.69,-83.79,-16.01
Net Income,74.67,69.56,-110.69,-83.79,-16.01
Income Available to Com Excl ExtraOrd,74.67,69.56,-110.69,-83.79,-16.01
Income Available to Com Incl ExtraOrd,74.67,69.56,-110.69,-83.79,-16.01
Diluted Net Income,74.67,69.42,-110.69,-83.79,-16.01
Diluted Weighted Average Shares,663.00,735.52,811.24,843.02,843.02
Diluted EPS Excluding ExtraOrd Items,0.11,0.09,-0.14,-0.10,-0.02
DPS - Common Stock Primary Issue,0.00,0.00,0,0,0
Diluted Normalised EPS,0.11,0.09,-0.13,-0.05,-0.02
