Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,49.35,66.11
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,72.66,63.13,47.89,49.65,67.56
"Accounts Receivable - Trade, Net",141.71,0,144.56,156.08,113.27
"Total Receivables, Net",144.63,139.01,147.64,157.94,115.14
Prepaid Expenses,3.32,2.65,1.83,1.96,1.60
"Other Current Assets, Total",6.08,346.07,12.44,10.35,8.56
Total Current Assets,247.27,585.22,232.08,242.26,216.75
"Property/Plant/Equipment, Total - Gross",629.41,0,272.34,303.55,307.30
"Accumulated Depreciation, Total",-174.23,0,-92.29,-113.95,-133.00
"Property/Plant/Equipment, Total - Net",455.18,185.85,180.05,189.60,174.29
"Goodwill, Net",24.51,0,2.35,2.35,2.13
"Intangibles, Net",0,4.32,2.54,3.31,4.34
Long Term Investments,10.80,4.14,3.49,3.54,3.68
Total Assets,739.52,780.64,421.85,442.10,402.31
Accounts Payable,76.20,0,61.69,67.24,66.15
Accrued Expenses,12.81,0,10.01,11.85,5.12
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",26.10,180.23,13.17,12.84,10.95
Total Current Liabilities,167.49,320.71,147.14,156.38,131.91
Total Long Term Debt,245.94,81.34,64.19,64.69,53.93
Total Debt,298.32,122.90,126.47,129.14,103.61
Deferred Income Tax,10.61,6.99,7.70,6.86,7.35
"Other Liabilities, Total",4.84,3.69,4.49,3.60,6.13
Total Liabilities,465.83,451.74,230.31,239.79,207.62
"Common Stock, Total",92.05,151.80,12.65,12.65,12.65
Retained Earnings (Accumulated Deficit),190.16,184.98,181.02,192.54,185.32
Treasury Stock - Common,-1.76,-0.96,-0.96,-0.96,-0.30
Unrealised Gain (Loss),0,0,0,-0.31,-0.46
"Other Equity, Total",-6.77,-6.93,-1.16,-1.61,-2.53
Total Equity,273.69,328.89,191.54,202.32,194.69
Total Liabilities & Shareholders' Equity,739.52,780.64,421.85,442.10,402.31
Total Common Shares Outstanding,606.57,700.89,700.89,700.89,701.65
"Tangible Book Value per Share, Common Eq",0.41,0.46,0.27,0.28,0.27
