Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,9.95,7.72,8.94,26.18,1.73
Depreciation/Depletion,28.09,24.41,18.18,23.62,23.29
Non-Cash Items,27.90,29.32,4.92,6.20,3.13
Cash Taxes Paid,6.80,7.90,2.72,2.21,5.34
Changes in Working Capital,-12.39,-23.48,-30.29,-13.75,30.90
Cash from Operating Activities,53.55,38.14,1.99,42.62,59.61
Capital Expenditures,-46.02,-31.75,-11.42,-4.78,-6.17
"Other Investing Cash Flow Items, Total",31.87,6.98,-1.98,-0.34,-1.58
Cash from Investing Activities,-14.15,-24.78,-13.40,-5.12,-7.75
Total Cash Dividends Paid,-20.99,-18.92,-5.61,-9.11,-7.72
"Issuance (Retirement) of Stock, Net",0.00,60.32,0.00,0,0.23
Cash from Financing Activities,-10.47,-4.45,-4.51,-35.54,-33.64
Foreign Exchange Effects,0.05,-0.52,0.68,-0.22,-0.31
Net Change in Cash,28.98,8.39,-15.24,1.75,17.91
